ID,Title,Type,Module,Wave/Epic,Priority,Status,Created,Last Updated,Finished,Owner,Notes
ALT-131,Lock permission-table writes: user_role/rbac_master/dropdown_option/user_master/user_view_pref + is_admin()/current_user_id() helpers,Security,Security,Security hardening,P0,Done,2026-06-17,2026-06-21,2026-06-17,Sub-agent,user_role/rbac_master/dropdown_option = admin-only; user_master = admin-or-self; user_view_pref = own row. Helpers is_admin() + current_user_id() in DB. Frontend admin.ts + notify.ts send Authorization bearer.
ALT-132,Access RLS v1: lead row-isolation + write-locks + owner/manager/admin logging rules,Security,Security,Security hardening,P0,Done,2026-06-17,2026-06-21,2026-06-17,Sub-agent,Lead row-isolation via created_by. Write-locks on company/contact/status/interaction. Status+interaction writes = owner+manager+admin only. Proven with throwaway rep+manager logins.
ALT-133,Access RLS v1b: contact-detail masking view + column revoke + find_contact_dup RPC + frontend routing,Security,Security,Security hardening,P0,Done,2026-06-17,2026-06-21,2026-06-17,Sub-agent,Secured DB view masks phone/email/linkedin to non-owner. Column revoke on base table. find_contact_dup RPC. Frontend routed through masked view. Friendly RLS errors. Proven with logins.
ALT-134,Access RLS v2: project_visibility_setting dials (additive) + Project Access admin UI,Security,Security,Security hardening,P1,Done,2026-06-17,2026-06-21,2026-06-17,Sub-agent,Configurable per-project view/edit dials. Admin UI to manage project access settings. Additive visibility model (owner+manager+admin base; dials can open up). Proven.
ALT-135,HubSpot access-model research + design ? docs/product/ACCESS-CONTROL-MODEL.md,Docs,Docs,Security hardening,P1,Done,2026-06-17,2026-06-21,2026-06-17,Sub-agent,Owner decisions recorded: companies/contacts = PUBLIC rows + per-project masked details; leads = CLOSED; managers = project leads; QC reads all; Admin overrides all + sets dials.
ALT-136,Doc refresh: PRD/BACKLOG/ROADMAP/DECISIONS/DATA-DICTIONARY + ARCHITECTURE/USER-STORIES/QA/DESIGN-SYSTEM updated,Docs,Docs,Security hardening,P1,Done,2026-06-17,2026-06-21,2026-06-17,Sub-agent,All major product and technical docs refreshed to reflect 2026-06-17 security + access-control work.
ALT-137,Rotate Gmail app password at go-live,Security,Security,Security hardening,P1,Planned,2026-06-17,2026-06-21,,Ankit,Rotate amplior.ankits@gmail.com app password used by notify-service SMTP. Owner-gated (requires Google account access).
ALT-138,Manager-edit default dial tuning (decide whether managers can edit leads by default),Task,Security,Security hardening,P2,Planned,2026-06-17,2026-06-21,,Ankit,Access v2 dials are set; default for manager-edit needs owner decision before go-live.
ALT-139,Per-user / per-record sharing (Access v3),Feature,Security,Security hardening,P3,Planned,2026-06-17,2026-06-21,,Sub-agent,Share a specific lead/contact with a specific user outside normal access rules. Deferred post-launch.
ALT-140,App-layer friendly-error coverage audit (RLS-denied writes show human message),Task,Security,Security hardening,P2,Planned,2026-06-17,2026-06-21,,Sub-agent,v1b added friendly errors for contact masking. Full audit across all modules not done.
ALT-141,First production deploy / push to live (owner-gated),Task,Deploy/Infra,Deploy,P0,Done,2026-06-17,2026-06-21,2026-06-17,Ankit,Pushed commit 3c0c2ba on 2026-06-17 ? Hostinger auto-deploy. Owner must add SUPABASE_URL + SUPABASE_SERVICE_ROLE_KEY env vars for email/add-user to work.
ALT-142,"Fix: user edit/reset failed with ""No login found""",Bug,Admin,Post-deploy fixes,P0,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"110/111 users had no auth login (only 1 profiles row). Reset now resolves auth account by email, AUTO-CREATES a login when none exists, and self-heals the profiles id?user_id link. Create-user now upserts profiles explicitly (no longer relies on the email trigger)."
ALT-143,Fix: Pre-Sales Questions tab broken (missing is_active column),Bug,Admin,Post-deploy fixes,P0,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"pre_sales_question.is_active never existed (42703 ? empty tab, no edits). Added column via fix-questions-domains.sql + admin-only write RLS (everyone reads)."
ALT-144,Fix: Domain reference data add/edit not wired,Bug,Admin,Post-deploy fixes,P1,Done,2026-06-18,2026-06-21,2026-06-18,Claude,Domain table was read-only and edit pencil was a no-op. Added addDomain/updateDomain (+ updateSource/updateDesignation) and wired ReferenceDataTab add+edit modal; admin-only write RLS on domain_master.
ALT-145,"Company detail: rename ""Deals"" tab ? ""Leads"" + New Lead action",Feature,Companies,HubSpot associations,P1,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"Owner: ""those deals in contact are same of our leads."" Tab key+label now Leads; empty/placeholder copy updated; added ""New lead"" button (prefills company)."
ALT-146,Create a Lead from within a Contact or Company (prefilled),Feature,Leads,HubSpot associations,P1,Done,2026-06-18,2026-06-21,2026-06-18,Claude,LeadFormPage reads /leads/new?contact=&company= and prefills person+company (mirrors ContactFormPage). Launch buttons on both detail pages. Uses lead_master.contact_id (confirmed present in live DB).
ALT-147,Contact detail: associated Leads + Colleagues panels,Feature,Contacts,HubSpot associations,P1,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"New fetchContactLeads (by contact_id + source_lead_id). Contact page now shows associated Leads and Colleagues (other contacts at same company), matching the company page associations."
ALT-148,Fix: Company Feasibility saved/showed wrong value (boolean vs 3-value text),Bug,Companies,Post-deploy fixes,P1,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"is_feasible modeled as boolean while dropdown+DB column are text (feasible/not_feasible/unknown). Picking Feasible showed+saved not_feasible. Fixed end-to-end. Commit 19021cf, pushed."
ALT-149,Email templates improved (copy + working CTA buttons),Feature,Notifications,Post-deploy fixes,P2,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"All 8 rewritten: warmer copy, better subjects, greeting, working buttons (ctaUrl/APP_URL). Baseline; owner to send final wording. Commit 19021cf."
ALT-150,Role posture — outreach team is update-only (hide create + gate /admin route),Feature,Security,Internal launch,P0,Planned,2026-06-18,2026-06-21,,Claude,"canCreate/isAdmin in AuthContext; hide +New buttons; RoleProtectedRoute on /leads-new,/contacts-new,/companies-new,/leads/:id/edit and /admin. See UX-REDESIGN.md A. Owner decision: who can create."
ALT-151,Bulk login provisioning for the launch team,Task,Admin,Internal launch,P0,Planned,2026-06-18,2026-06-21,,Claude,"~110 users, only 1 has a login. Bulk create-logins admin action + temp-password CSV + forced first-login change. Owner: provide 15-20 launch users + roles."
ALT-152,BLOCKER: agent write-path / ownership model (edit ASSIGNED not CREATED records),Bug,Security,Internal launch,P0,Planned,2026-06-18,2026-06-21,,Claude,LAUNCH-STOPPER. status/disposition/notes/interaction writes gate on contact/company created_by=current_user_id; bulk-migrated data => agents hit 42501 on their call-list. Re-point created_by to assignees OR widen WITH CHECK to assignment/membership. Validate with REAL agent login. Owner: confirm assignment model.
ALT-153,RLS + masking validation with real non-admin logins,Task,Security,Internal launch,P0,Planned,2026-06-18,2026-06-21,,Claude,Throwaway AGENT/TEAM_LEAD/QC logins. NOTE: leads are ROW-scoped; contacts/companies are ROW-public + COLUMN-masked. Confirm friendly 42501 on all write paths. Depends on ALT-151/152.
ALT-154,Email sign-off: wording + recipient + Gmail rotation + links,Task,Notifications,Internal launch,P0,Planned,2026-06-18,2026-06-21,,Ankit,"Owner approves wording; confirm recipient=user_master.email; rotate Gmail app password (env key GMAIL_APP_PASSWORD, not GMAIL_PASS); wire record deep-links. See ALT-137."
ALT-155,"Record UX pass (action bar, click-to-call/email, ProjectStatusPanel)",Feature,Companies,Launch polish,P1,Planned,2026-06-18,2026-06-21,,Claude,"Unify Company+Contact detail on 3-zone layout; OutreachActionBar; ContactMethods (tel:/mailto:, masked=locked); read-first ProjectStatusPanel. See UX-REDESIGN.md B. Can trail go-live."
ALT-156,Lead form reorg (Client/Source/Project on top) + autopopulate from company,Feature,Leads,Launch polish,P1,Planned,2026-06-18,2026-06-21,,Claude,Deal Setup section at top; enrich company lookup; autopopulate city/blank fields on company-select; industry/domain/CIN read-only. See UX-REDESIGN.md C.
ALT-157,Inline grid editing from lists (EditableCell family),Feature,Contacts,Post-launch,P2,Planned,2026-06-18,2026-06-21,,Claude,Extract EditableSelectCell/EditableTextCell; wire Contacts notes/comments + Companies status/feasibility inline via existing upserts. See UX-REDESIGN.md D. Deferred post-launch.
ALT-158,Owner + next-step schema & inline setters,Feature,Data,Post-launch,P2,Planned,2026-06-18,2026-06-21,,Claude,Migration: next_step/next_step_date (+ optional last_disposition) on *_project_status; patch types + setStatusOwner. Gated on ownership-model decision. See UX-REDESIGN.md E.
ALT-159,Bulk Export->edit->Import (UPDATE) for companies (admin-only),Feature,Companies,Post-launch,P2,Planned,2026-06-18,2026-06-21,,Claude,"Company ID column in export; service-role POST /api/companies/bulk-update (match id/domain/cin, update-only, skip-blanks, dry-run diff, per-row report); admin import wizard. Phase 2 -> contacts. See BULK-IMPORT-EXPORT.md."
ALT-160,"Task Manager — scheduled tasks as tickets, associated to records (HubSpot/Zoho-style)",Feature,Tasks,Roadmap,P1,Planned,2026-06-18,2026-06-21,,Claude,New task + task_association tables; schedule task -> ticket linked to contact/company/lead + attach more records from other modules; reminders -> notifications; per-record Tasks tab + global My Tasks. See VISION.md.
ALT-161,Client portal — clients see scheduled/success post-scheduling + dashboard,Feature,Client Portal,Roadmap,P2,Planned,2026-06-18,2026-06-21,,Claude,Priority #2 after internal launch. Client-scoped read views of scheduled/successful outcomes + dashboard. Needs client-role + row scoping.
ALT-221,EPIC: Client Portal / Sales Screen (white-label Amplior + AltLeads) — plan in docs/product/CLIENT-PORTAL.md,Feature,Client Portal,Roadmap,P2,Planned,2026-06-21,2026-06-21,,Ankit,"PLANNED 2026-06-21 (CEO transcript). Premium, Amplior-branded, web-only, client-leadership-facing portal = single source of truth per client: onboarding/ICP, LIVE lead reports + meetings + dashboard (scoped by client_assoc_id), governance notes (Fathom manual?auto), updates/action-log/escalation, invoices, + an internal knowledge/performance mirror. Access by seniority (client leadership + ADMIN/SALES_HEAD/leadership; agents only if elevated). RECOMMENDATION: same Supabase project + Pro ($25) + dedicated portal schema/views + CLIENT role + adversarial multi-tenant RLS validation (switch to a separate project if it scales/too risky). Phase 1 = mostly static staff-uploaded content + a few live CRM reads. OWNER decisions open: see CLIENT-PORTAL.md §10. Build only after sign-off."
ALT-162,Chrome extension — LinkedIn contact details + inline CRM edit (writes back live),Feature,Extension,Roadmap,P2,Planned,2026-06-18,2026-06-21,,Claude,Priority #3. Extension reads the same Supabase backend; show contact details over an open LinkedIn profile + small editable controls that reflect in the CRM. Reuse the CRM data layer/API.
ALT-163,Market-mapping data per city (enrich base + targeting),Feature,Data,Roadmap,P3,Planned,2026-06-18,2026-06-21,,Claude,Priority #4. City-wise company/site dataset feeding targeting + enriching the RAG base.
ALT-164,AI / RAG suggestion engine (who/when/what to reach out; targeting),Feature,AI,Roadmap,P3,Planned,2026-06-18,2026-06-21,,Claude,"Priority #5, gradual. pgvector embeddings over interaction history; suggestions per contact (best time/what to say) + targeting (""100 companies whose contracts renew next month""). DEPENDS on rich interaction capture from day one (ALT-152/foundations). See AI-PGVECTOR-PLAN.md + VISION.md."
ALT-165,Leadership decks — Product & Launch + Product Guide (HTML/PDF),Docs,Docs,Roadmap,P1,Done,2026-06-18,2026-06-21,2026-06-18,Claude,"docs/product/deck-product-launch.(html|pdf) + deck-product-guide.(html|pdf). Branded 10-slide decks, rendered via Playwright. Show impact, best+upcoming features, ecosystem/RAG north-star, roadmap, launch decisions."
ALT-166,Sales Portal shell — second login + /sales routes + sales nav (reuse leads),Feature,Sales Portal,Sales portal,P2,In Progress,2026-06-18,2026-06-21,,Claude,"/sales/login + SalesProtectedRoute + sales AppShell/Sidebar (Leads/Meetings/Feedback); block sales users from internal routes; expose full role set in AuthContext. Additive, no DB risk. See SALES-PORTAL.md build step 1."
ALT-167,"Sales downline hierarchy + RLS scoping (SP=own, SH=downline)",Feature,Security,Sales portal,P2,Planned,2026-06-18,2026-06-21,,Claude,"Add project_user.sales_head_user_id + partial UNIQUE(project_id,user_id). RLS helpers is_sales_person/is_sales_head/sales_downline_ids; additive SELECT term on lead_master keyed on lead_report.user_id in {self,downline}. VALIDATE with real SP/SH logins before prod. Owner: confirm downline model."
ALT-168,Feedback CRUD (first sales write) — feedback_answer + complete meeting,Feature,Sales Portal,Sales portal,P2,Planned,2026-06-18,2026-06-21,,Claude,"Server-driven questions (feedback_question_master), Yes/No + free-text + follow-up date; INSERT feedback_answer per question, set meeting Completed + follow_up_date; write RLS for assigned SP/SH. Write path does NOT exist yet (read-only today). Capture real question set from live DB."
ALT-169,Sales Head adds Sales Person (/api/sales/users/create + requireSalesHead),Feature,Sales Portal,Sales portal,P2,Planned,2026-06-18,2026-06-21,,Claude,"New endpoint forces role_id=5, assigns caller projects via project_user, records downline link. Reuse genTempPassword/findAuthUserByEmail/ensureProfileLink. Admin provisions first SALES_HEAD per project from Settings."
ALT-170,Provision client/sales users from Admin Settings,Feature,Admin,Sales portal,P2,Planned,2026-06-18,2026-06-21,,Claude,Make SALES_HEAD/SALES_PERSON web-assignable in the right context; assign to project(s); the SALES roles are is_web=false today and hidden from the picker.
ALT-171,Sales Head executive dashboard + assign/reassign salesperson,Feature,Sales Portal,Sales portal,P3,Planned,2026-06-18,2026-06-21,,Claude,"Recreate vendor head dashboard: meeting-status strip, revenue potential, hot prospects, meetings-by-city, F2F vs virtual %, industry spread, pipeline funnel; SP gets simple today-view. Assign/reassign via lead_report.user_id. Date-range filter."
ALT-172,Integrations: own workflow engine + public APIs + MCP (other CRMs/tools),Feature,Integrations,Roadmap,P3,Planned,2026-06-18,2026-06-21,,Claude,"In scope (owner): integrate with other CRMs/tools via our own workflow engine, public APIs, and an MCP server (two-way sync, webhooks, automation). Design after internal launch + portal v1."
ALT-173,Contact masking redesign — partial mask + click-to-reveal (ADR-22),Feature,Security,Launch polish,P1,Planned,2026-06-19,2026-06-21,,Claude,"Phone: first 3 + last 3 visible, middle blurred; email similar; click reveals full until page refresh. Non-permitted viewers = hidden always (masked view returns null). UI layer over contact_master_masked. See DECISIONS.md ADR-22."
ALT-174,Create rights as configurable per-project setting (default admin-only),Feature,Admin,Internal launch,P1,Planned,2026-06-19,2026-06-21,,Claude,Default CREATE = ADMIN only; admin can grant create + CRUD to Team Leads (others) via the Project Access dials. Not hardcoded. Ties to accessSettings + role posture ALT-150. See DECISIONS.md ADR-21.
ALT-175,Email templates v2 — re-engineer + attachments (e.g. meeting-schedule PDF report),Feature,Notifications,Backlog (planned),P3,Planned,2026-06-19,2026-06-21,,Claude,"Owner wants richer emails per event, possibly a generated PDF report attached (e.g. meeting-schedule confirmation as a PDF). Current emails = improved copy + working buttons only (ALT-149). v2 = re-engineered layouts per event + PDF/attachment generation (reuse the Playwright HTML->PDF method from render-decks.cjs). PLAN ONLY for now."
